,Questions,Queries
81,Cuộc vận động Duy Tân diễn ra khi nào?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc vận động Duy Tân""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
82,Nêu ý nghĩa của Chiến tranh giành độc lập của 13 thuộc địa Anh ở Bắc Mĩ,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến tranh giành độc lập của 13 thuộc địa Anh ""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Bắc Mĩ""
match (e)-[:y_nghia]-(c)
return c"
83,ý nghĩa Cách mạng tháng Hai Nga,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Hai Nga""
match (e)-[:y_nghia]-(b)
return b"
84,Cuộc Nội chiến Quốc - Cộng bắt đầu khi nào?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc Nội chiến Quốc - Cộng""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(b)
return b"
85,Hãy nêu những quyết định quan trọng của hội nghị Ianta?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""hội nghị Ianta""
match (e)-[:mo_ta]-(b)
return b"
86,Cuộc khởi nghĩa của Nông Văn Vân kết thúc vào thời điểm nào?,"match (e:Event)-[:doi_tuong_lanh_dao]-(a) where a.name = ""Nông Văn Vân""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(b)
return b"
87,Cuộc Cách mạng Tân Hơi do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc Cách mạng Tân Hơi""
match (e)-[:doi_tuong_lanh_dao]-(b) 
return b"
88,Liên minh xã hội dân chủ In-đô-nê-xi-a được thành lập khi nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên minh xã hội dân chủ In-đô-nê-xi-a""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) 
return b"
89,Ý nghĩa của cuộc cách mạng tư sản Anh?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc cách mạng tư sản Anh""
match (e)-[:y_nghia]-(b)
return b"
90,Vì sao năm 1917 ở Nga diễn ra cuộc cách mạng tháng Mười?,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""năm 1917""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Nga""
match (e)-[:ten_goi]-(c) where c.name = ""cuộc cách mạng tháng Mười"" 
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1) 
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->() 
with nodes(path) as l 
match path=(x)-[*0..1]-(y:Entity) where x in l 
return path"
91,Việc thành lập nhà nước Vạn Xuân có ý nghĩa:,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""nhà nước Vạn Xuân""
match (e)-[:y_nghia]-(b) 
return b"
92,Đảng Cộng sản Trung Quốc ra đời vào thời gian nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Cộng sản Trung Quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
93,Chính đảng nào sau đây đã lãnh đạo Cách mạng tháng Mười Nga (1917) ?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""1917""
match (e)-[:doi_tuong_lanh_dao]-(c)
return c"
94,Ai là người lãnh đạo cuộc vận động Duy Tân?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc vận động Duy Tân""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
95,Cuộc khởi nghĩa của Cao Bá Quát diễn ra ở đâu?,"match (e:Event)-[:doi_tuong_lanh_dao]-(a) where a.name = ""Cao Bá Quát""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
96,Liên minh phát xít đầu tiên được thành lập bởi những nước nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên minh phát xít""
match (e)-[:thanh_lap_boi]-(b)
return b"
97,Cuộc khởi nghĩa của Cao Bá Quát diễn ra vào năm nào?,"match (e:Event)-[:doi_tuong_lanh_dao]-(a) where a.name = ""Cao Bá Quát""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
98,Hội Quốc liên được thành lập bởi ai?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Hội Quốc liên""
match (e)-[:thanh_lap_boi]-(b)
return b"
99,Năm 1400 ở nước ta triều đại nào được ra đời?,"match (e:ThanhLap)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Năm 1400""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b)
return b"
100,Sự thành lập Mặt trận Nhân dân chống chủ nghĩa phát xít diễn ra ở các nước nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Mặt trận Nhân dân chống chủ nghĩa phát xít""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
101,hãy nêu ý nghĩa của cách mạng tư sản Hà Lan (thế kỉ XVI),"match (e:Event)-[:ten_goi]-(a) where a.name = ""cách mạng tư sản Hà Lan""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""thế kỉ XVI""
match (e)-[:y_nghia]-(c)
return c"
102,Trận Ngọc Hồi - Đống Đa bắt đầu vào thời gian nào?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Trận Ngọc Hồi - Đống Đa""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(b)
return b"
103,Trình bày diễn biến của Cách mạng tư sản Anh đầu thế kỉ XVII,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tư sản Anh"" 
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""đầu thế kỉ XVII"" 
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
104,Các nước sáng lập ASEAN,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""ASEAN""
match (e)-[:thanh_lap_boi]-(b)
return b"
105,Hội đồng nhân dân In-đô-nê-xi-a được thành lập vào thời gian nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Hội đồng nhân dân In-đô-nê-xi-a""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
106,Cộng hòa Xô viết ở Ba-vi-e được thành lập vào thời gian nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Cộng hòa Xô viết""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Ba-vi-e""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(c)
return c"
107,Hiệp ước Tam cường có sự tham gia của các quốc gia nào?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b)
return b"
108,Việc thành lập Đảng Cộng sản Trung Quốc có ý nghĩa gì?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Cộng sản Trung Quốc""
match (e)-[:y_nghia]-(b)
return b"
109,Thời gian diễn ra phong trào xô viết nghệ tĩnh,"match (e:Event)-[:ten_goi]-(a) where a.name = ""phong trào xô viết nghệ tĩnh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
110,Hiệp ước Tam cường được kí kết vào thời gian nào?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Tam cường""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
111,Các bên tham gia kí kết Hiệp ước Nam Kinh là ai?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Nam Kinh""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b)
return b"
112,Phe Liên Minh được thành lập vào năm nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Phe Liên Minh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
113,Kết quả cuộc nội chiến Mĩ vào giữa thế kỉ XIX là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc nội chiến Mĩ""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""giữa thế kỉ XIX""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
114,Trung Hoa Dân quốc được thành lập vào thời gian nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Trung Hoa Dân quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) 
return b"
115,Cách mạng tháng Mười Nga năm 1917 đã đem lại ý nghĩa gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1917""
match (e)-[:y_nghia]-(c)
return c"
116,Liên hiệp đấu tranh giải phóng giai cấp công nhân do ai thành lập?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:thanh_lap_boi]-(b)
return b"
117,Lê-nin qua đời vào ngày nào?,"match (e:Event)-[:doi_tuong_mat]-(a) where a.name = ""Lê-nin""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
118,Phong trào Ngũ tứ diễn ra vào thời gian nào?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Phong trào Ngũ tứ""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
119,em hãy giới thiệu về chiến thắng Ấp Bắc,"match (e:Event)-[:ten_goi]-(a) where a.name = ""chiến thắng Ấp Bắc""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
120,Diễn biến của cuộc biểu tình ngày 12 - 9 - 1930 tại huyện Hưng Nguyên,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""ngày 12 - 9 - 1930""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""huyện Hưng Nguyên""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
121,Đâu không phải là ý nghĩa của Cách mạng tháng Mười Nga 1917?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga 1917""
match (e)-[:y_nghia]-(b)
return b"
122,Nguyên thủ những nước nào sau đây tham dự Hội nghị Ianta (2/1945)?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""2/1945""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c)
return c"
123,Trình bày nguyên nhân của Cách mạng Tân Hợi ở Trung Quốc (1911).,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng Tân Hợi""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Trung Quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(c) where c.name = ""1911""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
124,Đảng Xã hội dân chủ Nhật Bản được thành lập khi nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Xã hội dân chủ Nhật Bản""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
125,Nội dung nào sau đây phản ánh đúng ý nghĩa của Cách mạng Tân Hợi (1911) ở Trung Quốc?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng Tân Hợi""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""1911""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Trung Quốc""
match (e)-[:y_nghia]-(d)
return d"
126,Liên hiệp đấu tranh giải phóng giai cấp công nhân được thành lập vào thời gian nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên hiệp đấu tranh giải phóng giai cấp công nhân""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
127,Những nước nào thành lập Đảng Cộng sản vào năm 1930,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đảng Cộng sản""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1930""
match (e)-[:(dien_ra_o|thuoc)*]-(c)
return c"
128,Hiệp hội các quốc gia Đông Nam Á được thành lập vào,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Hiệp hội các quốc gia Đông Nam Á""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
129,"tại sao đến năm 1942,  Khối Đồng minh chống phát xít mới hình thành","match (e:ThanhLap)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""năm 1942""
match (e)-[:doi_tuong_duoc_thanh_lap]-(b) where b.name = ""Khối Đồng minh chống phát xít""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
130,Ý nghĩa của cuộc Cách mạng Hà Lan?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc Cách mạng Hà Lan""
match (e)-[:y_nghia]-(b)
return b"
131,Đại hội lần thứ nhất các xô viết toàn Liên bang được tổ chức ở đâu?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đại hội lần thứ nhất các xô viết toàn Liên bang""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
132,cuộc khởi nghĩa Thái bình Thiên quốc bắt đầu khi nào?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc khởi nghĩa Thái bình Thiên quốc""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(b)
return b"
133,Trung Quốc Đồng minh hội do ai thành lập?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Trung Quốc Đồng minh hội""
match (e)-[:thanh_lap_boi]-(b)
return b"
134,Phong trào Nghĩa Hòa đoàn chống lại ai?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Phong trào Nghĩa Hòa đoàn""
match (e)-[:doi_tuong_bi_tan_cong]-(b)
return b"
135,"Vào tháng 10 - 1942, Đức đã tiến hành xâm chiếm các nước nào?","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""tháng 10 - 1942""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(b) where b.name = ""Đức""
match (e)-[:doi_tuong_bi_chiem]-(c)
return c"
137,Nội dung của Hiệp ước 1893 giữa Xiêm và Pháp là gì?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước 1893""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""Xiêm""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Pháp""
match (e)-[:mo_ta]-(d) 
return d"
138,Khởi nghĩa Lam Sơn do ai lãnh đạo,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Khởi nghĩa Lam Sơn""
match (e)-[:doi_tuong_lanh_dao]-(b) 
return b"
139,CÁCH MẠNG THÁNG Hai NGA,"match (e:Event)-[:ten_goi]-(a) where a.name = ""CÁCH MẠNG THÁNG Hai NGA""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path"
140,NGUYÊN NHÂN DIỄN RA CHIẾN TRANH THẾ GIỚI THỨ NHẤT,"match (e:Event)-[:ten_goi]-(a) where a.name = ""CHIẾN TRANH THẾ GIỚI THỨ NHẤT""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
141,Hội nghị Tuân Nghĩa diễn ra vào thời gian nào?,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Tuân Nghĩa""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
142,Trận Ngọc Hồi - Đống Đa do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Trận Ngọc Hồi - Đống Đa"" 
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
143,Nhà nước Cộng hòa Liên bang Đức được hình thành như thế nào?,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""Nhà nước Cộng hòa Liên bang Đức""
match path=(e)-[*0..1]-(y:Entity)
return path"
144,Phong trào Ngũ tứ diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Phong trào Ngũ tứ""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
145,Nguyên nhân của Chiến tranh thuốc phiện là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến tranh thuốc phiện""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
146,Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
147,Ý nghĩa của Hiệp ước Xô - Đức,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hiệp ước Xô - Đức""
match (e)-[:y_nghia]-(b)
return b"
148,cuộc khởi nghĩa Thái bình Thiên quốc do ai lãnh đạo?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""cuộc khởi nghĩa Thái bình Thiên quốc""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b"
149,"Vào những năm 70, 80 của thế kỉ XIX, Châu Phi bị xâm chiếm bởii quốc gia nào?","match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""những năm 70, 80 của thế kỉ XIX""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Châu Phi""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c"
150,"Khi mới thành lập, Liên bang Cộng hòa xã hội chủ nghĩa Xô viết gồm 4 nước Cộng hòa là","match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên bang Cộng hòa xã hội chủ nghĩa Xô viết""
match (e)-[:thanh_lap_boi]-(b)
return b"
151,Quốc tế Cộng sản do ai sáng lập?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Quốc tế Cộng sản""
match (e)-[:thanh_lap_boi]-(b)
return b"
152,Phong trào Nghĩa Hòa đoàn diễn ra ở đâu?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Phong trào Nghĩa Hòa đoàn""
match (e)-[:(dien_ra_o|thuoc)*]-(b)
return b"
153,phân tích ý nghĩa của chiến dịch Huế Đà Nẵng,"match (e:Event)-[:ten_goi]-(a) where a.name = ""chiến dịch Huế Đà Nẵng""
match (e)-[:y_nghia]-(b)
return b"
154,Ý nghĩa của việc thành lập Hội Quốc liên?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Hội Quốc liên""
match (e)-[:y_nghia]-(b)
return b"
155,Bối cảnh ra đời của 3 tổ chức cộng sản 1929,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""tổ chức cộng sản""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name  = ""1929""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(c) where (c)<-[:Causal*0..]-() and (c)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
156,Hòa ước Bret Litốp được kí kết vào thời gian nào?,"match (e:KiKet)-[:ten_goi]-(a) where a.name = ""Hòa ước Bret Litốp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
157,Liên minh nhân dân Việt - Miên - Lào được thành lập từ các tổ chức nào?,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên minh nhân dân Việt - Miên - Lào""
match (e)-[:thanh_lap_boi]-(b) 
return b"
158,thế chiến thế giới thứ 2 diễn ra vào ngày tháng năm nào,"match (e:Event)-[:ten_goi]-(a) where a.name = ""thế chiến thế giới thứ 2"" 
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b"
159,Kết quả của trận En A-la-men là gì?,"match (e:Event)-[:ten_goi]-(a) where a.name = ""trận En A-la-men"" 
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path"
